Countries code,Countries label,Migration Country (inflow) (5 categories) code,Migration Country (inflow) (5 categories) label,Ethnic group (6 categories) code,Ethnic group (6 categories) label,National Statistics Socio-economic Classification (NS-SeC) (10 categories) code,National Statistics Socio-economic Classification (NS-SeC) (10 categories) label,Count
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",2,"Black, Black British, Black Welsh, Caribbean or African",3,L7: Intermediate occupations,138
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",2,"Black, Black British, Black Welsh, Caribbean or African",4,L8 and L9: Small employers and own account workers,110
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",2,"Black, Black British, Black Welsh, Caribbean or African",5,L10 and L11: Lower supervisory and technical occupations,65
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",2,"Black, Black British, Black Welsh, Caribbean or African",6,L12: Semi-routine occupations,200
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",2,"Black, Black British, Black Welsh, Caribbean or African",7,L13: Routine occupations,254
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",2,"Black, Black British, Black Welsh, Caribbean or African",8,L14.1 and L14.2: Never worked and long-term unemployed,263
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",2,"Black, Black British, Black Welsh, Caribbean or African",9,L15: Full-time students,971
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",3,Mixed or Multiple ethnic groups,-8,Does not apply,1581
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",3,Mixed or Multiple ethnic groups,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",282
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",3,Mixed or Multiple ethnic groups,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",491
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",3,Mixed or Multiple ethnic groups,3,L7: Intermediate occupations,280
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",3,Mixed or Multiple ethnic groups,4,L8 and L9: Small employers and own account workers,196
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",3,Mixed or Multiple ethnic groups,5,L10 and L11: Lower supervisory and technical occupations,125
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",3,Mixed or Multiple ethnic groups,6,L12: Semi-routine occupations,337
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",3,Mixed or Multiple ethnic groups,7,L13: Routine occupations,338
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",3,Mixed or Multiple ethnic groups,8,L14.1 and L14.2: Never worked and long-term unemployed,240
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",3,Mixed or Multiple ethnic groups,9,L15: Full-time students,1161
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",4,White,-8,Does not apply,34705
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",4,White,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",15150
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",4,White,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",30003
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",4,White,3,L7: Intermediate occupations,17540
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",4,White,4,L8 and L9: Small employers and own account workers,12392
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",4,White,5,L10 and L11: Lower supervisory and technical occupations,9264
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",4,White,6,L12: Semi-routine occupations,20007
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",4,White,7,L13: Routine occupations,19132
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",4,White,8,L14.1 and L14.2: Never worked and long-term unemployed,10838
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",4,White,9,L15: Full-time students,30850
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",5,Other ethnic group,-8,Does not apply,591
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",5,Other ethnic group,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",184
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",5,Other ethnic group,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",177
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",5,Other ethnic group,3,L7: Intermediate occupations,121
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",5,Other ethnic group,4,L8 and L9: Small employers and own account workers,139
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",5,Other ethnic group,5,L10 and L11: Lower supervisory and technical occupations,79
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",5,Other ethnic group,6,L12: Semi-routine occupations,127
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",5,Other ethnic group,7,L13: Routine occupations,265
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",5,Other ethnic group,8,L14.1 and L14.2: Never worked and long-term unemployed,359
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",5,Other ethnic group,9,L15: Full-time students,814
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",-8,Does not apply,-8,Does not apply,0
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",-8,Does not apply,3,L7: Intermediate occupations,0
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",-8,Does not apply,6,L12: Semi-routine occupations,0
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",-8,Does not apply,7,L13: Routine occupations,0
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",-8,Does not apply,9,L15: Full-time students,0
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",-8,Does not apply,259
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",514
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",343
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",3,L7: Intermediate occupations,159
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",4,L8 and L9: Small employers and own account workers,139
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",5,L10 and L11: Lower supervisory and technical occupations,70
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",6,L12: Semi-routine occupations,155
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",7,L13: Routine occupations,92
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",8,L14.1 and L14.2: Never worked and long-term unemployed,179
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",9,L15: Full-time students,1332
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,135
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",144
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",195
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",3,L7: Intermediate occupations,64
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",4,L8 and L9: Small employers and own account workers,52
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",5,L10 and L11: Lower supervisory and technical occupations,25
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",6,L12: Semi-routine occupations,47
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",7,L13: Routine occupations,46
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",8,L14.1 and L14.2: Never worked and long-term unemployed,46
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",9,L15: Full-time students,472
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,-8,Does not apply,291
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",184
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",195
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,3,L7: Intermediate occupations,96
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,4,L8 and L9: Small employers and own account workers,64
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,5,L10 and L11: Lower supervisory and technical occupations,30
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,6,L12: Semi-routine occupations,59
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,7,L13: Routine occupations,96
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,8,L14.1 and L14.2: Never worked and long-term unemployed,71
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,9,L15: Full-time students,730
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,-8,Does not apply,3645
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",6279
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",8254
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,3,L7: Intermediate occupations,3959
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,4,L8 and L9: Small employers and own account workers,3335
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,5,L10 and L11: Lower supervisory and technical occupations,1560
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,6,L12: Semi-routine occupations,3484
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,7,L13: Routine occupations,3270
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,8,L14.1 and L14.2: Never worked and long-term unemployed,1884
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,9,L15: Full-time students,14299
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,-8,Does not apply,159
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",121
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",82
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,3,L7: Intermediate occupations,32
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,4,L8 and L9: Small employers and own account workers,58
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,5,L10 and L11: Lower supervisory and technical occupations,16
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,6,L12: Semi-routine occupations,45
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,7,L13: Routine occupations,48
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,8,L14.1 and L14.2: Never worked and long-term unemployed,103
W92000004,Wales,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,9,L15: Full-time students,318
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,-8,Does not apply,0
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,3,L7: Intermediate occupations,0
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,6,L12: Semi-routine occupations,0
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,7,L13: Routine occupations,0
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,9,L15: Full-time students,0
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,530
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",316
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",650
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",3,L7: Intermediate occupations,87
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",4,L8 and L9: Small employers and own account workers,69
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",5,L10 and L11: Lower supervisory and technical occupations,37
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",6,L12: Semi-routine occupations,88
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",7,L13: Routine occupations,151
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",8,L14.1 and L14.2: Never worked and long-term unemployed,403
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",9,L15: Full-time students,2126
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,286
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",109
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",120
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",3,L7: Intermediate occupations,42
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",4,L8 and L9: Small employers and own account workers,20
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",5,L10 and L11: Lower supervisory and technical occupations,7
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",6,L12: Semi-routine occupations,35
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",7,L13: Routine occupations,59
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",8,L14.1 and L14.2: Never worked and long-term unemployed,109
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",9,L15: Full-time students,646
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,-8,Does not apply,174
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",44
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",54
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,3,L7: Intermediate occupations,21
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,4,L8 and L9: Small employers and own account workers,28
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,5,L10 and L11: Lower supervisory and technical occupations,8
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,6,L12: Semi-routine occupations,14
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,7,L13: Routine occupations,34
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,8,L14.1 and L14.2: Never worked and long-term unemployed,39
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,9,L15: Full-time students,161
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,4,White,-8,Does not apply,696
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,4,White,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1168
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,4,White,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1418
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,4,White,3,L7: Intermediate occupations,659
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,4,White,4,L8 and L9: Small employers and own account workers,663
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,4,White,5,L10 and L11: Lower supervisory and technical occupations,303
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,4,White,6,L12: Semi-routine occupations,570
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,4,White,7,L13: Routine occupations,832
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,4,White,8,L14.1 and L14.2: Never worked and long-term unemployed,439
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,4,White,9,L15: Full-time students,1895
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,-8,Does not apply,236
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",112
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",76
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,3,L7: Intermediate occupations,19
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,4,L8 and L9: Small employers and own account workers,45
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,5,L10 and L11: Lower supervisory and technical occupations,11
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,6,L12: Semi-routine occupations,29
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,7,L13: Routine occupations,67
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,8,L14.1 and L14.2: Never worked and long-term unemployed,174
W92000004,Wales,4,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,9,L15: Full-time students,454
