Regions code,Regions label,Migration Region (inflow) (6 categories) code,Migration Region (inflow) (6 categories) label,Ethnic group (6 categories) code,Ethnic group (6 categories) label,National Statistics Socio-economic Classification (NS-SeC) (10 categories) code,National Statistics Socio-economic Classification (NS-SeC) (10 categories) label,Count
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",9,L15: Full-time students,4661
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,888
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",578
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",821
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",3,L7: Intermediate occupations,376
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",4,L8 and L9: Small employers and own account workers,214
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",5,L10 and L11: Lower supervisory and technical occupations,109
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",6,L12: Semi-routine occupations,464
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",7,L13: Routine occupations,449
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",8,L14.1 and L14.2: Never worked and long-term unemployed,474
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",9,L15: Full-time students,4271
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,-8,Does not apply,742
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",359
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",440
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,3,L7: Intermediate occupations,202
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,4,L8 and L9: Small employers and own account workers,134
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,5,L10 and L11: Lower supervisory and technical occupations,52
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,6,L12: Semi-routine occupations,180
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,7,L13: Routine occupations,196
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,8,L14.1 and L14.2: Never worked and long-term unemployed,198
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,9,L15: Full-time students,1504
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,-8,Does not apply,4991
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",8983
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",11058
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,3,L7: Intermediate occupations,5376
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,4,L8 and L9: Small employers and own account workers,3799
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,5,L10 and L11: Lower supervisory and technical occupations,1991
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,6,L12: Semi-routine occupations,4056
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,7,L13: Routine occupations,4590
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,8,L14.1 and L14.2: Never worked and long-term unemployed,2496
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,9,L15: Full-time students,17262
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,-8,Does not apply,371
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",353
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",238
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,3,L7: Intermediate occupations,121
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,4,L8 and L9: Small employers and own account workers,169
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,5,L10 and L11: Lower supervisory and technical occupations,51
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,6,L12: Semi-routine occupations,145
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,7,L13: Routine occupations,203
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,8,L14.1 and L14.2: Never worked and long-term unemployed,329
E12000005,West Midlands,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,9,L15: Full-time students,667
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,-8,Does not apply,0
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,3,L7: Intermediate occupations,0
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,6,L12: Semi-routine occupations,0
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,7,L13: Routine occupations,0
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,9,L15: Full-time students,0
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",-8,Does not apply,100
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",127
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",91
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",3,L7: Intermediate occupations,35
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",4,L8 and L9: Small employers and own account workers,28
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",5,L10 and L11: Lower supervisory and technical occupations,22
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",6,L12: Semi-routine occupations,31
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",7,L13: Routine occupations,38
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",8,L14.1 and L14.2: Never worked and long-term unemployed,71
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",9,L15: Full-time students,211
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,38
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",35
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",52
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",3,L7: Intermediate occupations,13
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",4,L8 and L9: Small employers and own account workers,10
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",5,L10 and L11: Lower supervisory and technical occupations,4
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",6,L12: Semi-routine occupations,25
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",7,L13: Routine occupations,15
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",8,L14.1 and L14.2: Never worked and long-term unemployed,22
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",9,L15: Full-time students,84
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",3,Mixed or Multiple ethnic groups,-8,Does not apply,40
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",3,Mixed or Multiple ethnic groups,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",15
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",3,Mixed or Multiple ethnic groups,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",24
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",3,Mixed or Multiple ethnic groups,3,L7: Intermediate occupations,12
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",3,Mixed or Multiple ethnic groups,4,L8 and L9: Small employers and own account workers,6
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",3,Mixed or Multiple ethnic groups,5,L10 and L11: Lower supervisory and technical occupations,8
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",3,Mixed or Multiple ethnic groups,6,L12: Semi-routine occupations,16
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",3,Mixed or Multiple ethnic groups,7,L13: Routine occupations,14
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",3,Mixed or Multiple ethnic groups,8,L14.1 and L14.2: Never worked and long-term unemployed,13
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",3,Mixed or Multiple ethnic groups,9,L15: Full-time students,76
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",4,White,-8,Does not apply,584
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",4,White,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",816
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",4,White,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1201
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",4,White,3,L7: Intermediate occupations,661
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",4,White,4,L8 and L9: Small employers and own account workers,478
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",4,White,5,L10 and L11: Lower supervisory and technical occupations,289
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",4,White,6,L12: Semi-routine occupations,606
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",4,White,7,L13: Routine occupations,596
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",4,White,8,L14.1 and L14.2: Never worked and long-term unemployed,402
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",4,White,9,L15: Full-time students,1690
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",5,Other ethnic group,-8,Does not apply,38
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",5,Other ethnic group,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",15
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",5,Other ethnic group,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",12
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",5,Other ethnic group,3,L7: Intermediate occupations,3
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",5,Other ethnic group,4,L8 and L9: Small employers and own account workers,10
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",5,Other ethnic group,5,L10 and L11: Lower supervisory and technical occupations,3
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",5,Other ethnic group,6,L12: Semi-routine occupations,7
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",5,Other ethnic group,7,L13: Routine occupations,12
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",5,Other ethnic group,8,L14.1 and L14.2: Never worked and long-term unemployed,44
E12000005,West Midlands,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",5,Other ethnic group,9,L15: Full-time students,40
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,-8,Does not apply,0
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,3,L7: Intermediate occupations,0
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,7,L13: Routine occupations,0
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,9,L15: Full-time students,0
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,2839
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1274
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1352
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",3,L7: Intermediate occupations,427
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",4,L8 and L9: Small employers and own account workers,362
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",5,L10 and L11: Lower supervisory and technical occupations,186
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",6,L12: Semi-routine occupations,470
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",7,L13: Routine occupations,1141
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",8,L14.1 and L14.2: Never worked and long-term unemployed,3103
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",9,L15: Full-time students,5167
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,1572
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",308
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",424
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",3,L7: Intermediate occupations,143
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",4,L8 and L9: Small employers and own account workers,104
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",5,L10 and L11: Lower supervisory and technical occupations,72
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",6,L12: Semi-routine occupations,272
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",7,L13: Routine occupations,520
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",8,L14.1 and L14.2: Never worked and long-term unemployed,706
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",9,L15: Full-time students,1698
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,-8,Does not apply,443
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",117
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",133
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,3,L7: Intermediate occupations,61
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,4,L8 and L9: Small employers and own account workers,50
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,5,L10 and L11: Lower supervisory and technical occupations,22
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,6,L12: Semi-routine occupations,47
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,7,L13: Routine occupations,127
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,8,L14.1 and L14.2: Never worked and long-term unemployed,104
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,9,L15: Full-time students,373
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,4,White,-8,Does not apply,1974
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,4,White,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2038
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,4,White,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2529
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,4,White,3,L7: Intermediate occupations,1120
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,4,White,4,L8 and L9: Small employers and own account workers,1386
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,4,White,5,L10 and L11: Lower supervisory and technical occupations,576
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,4,White,6,L12: Semi-routine occupations,1200
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,4,White,7,L13: Routine occupations,2843
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,4,White,8,L14.1 and L14.2: Never worked and long-term unemployed,1180
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,4,White,9,L15: Full-time students,3611
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,-8,Does not apply,907
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",317
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",197
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,3,L7: Intermediate occupations,97
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,4,L8 and L9: Small employers and own account workers,148
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,5,L10 and L11: Lower supervisory and technical occupations,66
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,6,L12: Semi-routine occupations,141
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,7,L13: Routine occupations,408
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,8,L14.1 and L14.2: Never worked and long-term unemployed,848
E12000005,West Midlands,5,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,9,L15: Full-time students,796
E12000006,East of England,-8,Does not apply,-8,Does not apply,-8,Does not apply,0
E12000006,East of England,-8,Does not apply,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000006,East of England,-8,Does not apply,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000006,East of England,-8,Does not apply,-8,Does not apply,3,L7: Intermediate occupations,0
E12000006,East of England,-8,Does not apply,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000006,East of England,-8,Does not apply,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000006,East of England,-8,Does not apply,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000006,East of England,-8,Does not apply,-8,Does not apply,7,L13: Routine occupations,0
E12000006,East of England,-8,Does not apply,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000006,East of England,-8,Does not apply,-8,Does not apply,9,L15: Full-time students,0
E12000006,East of England,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E12000006,East of England,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000006,East of England,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000006,East of England,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",3,L7: Intermediate occupations,0
E12000006,East of England,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",4,L8 and L9: Small employers and own account workers,0
E12000006,East of England,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",5,L10 and L11: Lower supervisory and technical occupations,0
E12000006,East of England,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",6,L12: Semi-routine occupations,0
E12000006,East of England,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",7,L13: Routine occupations,0
E12000006,East of England,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000006,East of England,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",9,L15: Full-time students,0
E12000006,East of England,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E12000006,East of England,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000006,East of England,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000006,East of England,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",3,L7: Intermediate occupations,0
E12000006,East of England,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",4,L8 and L9: Small employers and own account workers,0
E12000006,East of England,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",5,L10 and L11: Lower supervisory and technical occupations,0
E12000006,East of England,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",6,L12: Semi-routine occupations,0
E12000006,East of England,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",7,L13: Routine occupations,0
E12000006,East of England,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000006,East of England,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",9,L15: Full-time students,0
E12000006,East of England,-8,Does not apply,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
